respondent_id,survey_year,survey_month,survey_platform,response_time_minutes,country,region,age,gender,education_level,employment_status,income_bracket,primary_sport,sport_category,secondary_sport,years_following_sport,fan_loyalty_score,primary_viewing_method,watch_frequency,weekly_hours_watching,streaming_subscriptions,stadium_visits_per_year,merchandise_spend_usd,ppv_spend_usd,total_annual_spend_usd,social_media_follows_athletes,social_media_hours_weekly,creates_sports_content,news_source,sports_betting_participation,fantasy_sports_participation,primary_motivation,willing_to_attend_major_event,extra_spend_willingness_usd,broadcast_quality_rating,athlete_professionalism_rating,event_value_for_money_rating,media_coverage_rating,community_atmosphere_rating,overall_satisfaction_rating,sport_growth_perception_rating,fan_tier
386,2024,9,Online (mobile),12,France,Europe,50,Male,Master's degree,Employed full-time,$25k–$50k,Soccer,Team Sport,Cycling,1,2,Cable/satellite TV,Daily,15.2,0,0,1,29,30,Yes,0.0,No,Podcast/radio,No,No,Social bonding,Definitely yes,0.35,8,4,5,5,3,7,7,Bronze
387,2024,8,Online (desktop),8,India,South Asia,27,Non-binary,Bachelor's degree,Student,$100k–$150k,Soccer,Team Sport,,10,2,Streaming service,Daily,13.7,3,2,57,17,74,Yes,1.4,No,Sports website/app,No,No,Community & belonging,Definitely yes,3.62,5,2,4,7,9,8,7,Gold
388,2024,11,Online (mobile),10,USA,North America,30,Non-binary,Some college,Employed full-time,$25k–$50k,American Football,Team Sport,Basketball,6,3,Cable/satellite TV,Several times a week,7.7,0,0,10,19,29,Yes,3.2,No,TV sports news,No,No,Athletic excellence,Probably not,2.07,6,7,3,8,9,7,9,Silver
389,2024,2,Online (desktop),10,Canada,North America,25,Female,Bachelor's degree,Employed part-time,Under $25k,American Football,Team Sport,Ice Hockey,14,5,Streaming service,Daily,12.3,0,1,9,2,11,Yes,2.9,No,Podcast/radio,Yes,Yes,National pride,Maybe,0.9,6,6,3,6,8,9,8,Gold
390,2024,9,Online (desktop),14,France,Europe,37,Male,Bachelor's degree,Employed part-time,$50k–$75k,Cycling,Individual Sport,,14,3,In-person (stadium/arena),Daily,13.8,1,2,25,7,32,Yes,2.0,No,Sports website/app,No,No,Community & belonging,Probably yes,5.44,8,6,10,6,9,9,7,Gold
391,2024,8,Online (mobile),14,Nigeria,Africa,45,Female,Master's degree,Employed full-time,$75k–$100k,Soccer,Team Sport,Boxing,20,4,Streaming service,Several times a week,8.4,3,1,3,3,6,Yes,0.0,No,Sports website/app,No,No,Community & belonging,Definitely not,13.39,9,8,6,6,7,9,9,Bronze
392,2024,2,Online (desktop),7,Brazil,South America,18,Female,High school,Student,$25k–$50k,Volleyball,Team Sport,,1,4,Streaming service,Monthly or less,0.5,1,1,6,17,23,No,2.3,No,TV sports news,No,No,Entertainment,Probably not,2.99,7,9,7,2,5,6,6,Bronze
393,2024,6,Online (mobile),15,Brazil,South America,38,Prefer not to say,Some college,Employed full-time,$50k–$75k,Soccer,Team Sport,,24,5,Cable/satellite TV,Weekly,3.5,1,2,37,10,47,Yes,0.0,No,Sports website/app,No,No,Entertainment,Definitely yes,12.91,6,4,5,6,9,9,10,Silver
394,2024,5,Online (mobile),14,South Africa,Africa,30,Male,Master's degree,Employed full-time,Under $25k,Rugby,Team Sport,Cycling,15,4,Sports bar/pub,Several times a week,5.9,0,1,21,3,24,No,4.4,Yes,TV sports news,No,No,Entertainment,Probably yes,3.16,8,6,5,7,7,10,10,Silver
395,2024,2,Online (desktop),15,Brazil,South America,34,Female,High school,Student,$50k–$75k,Volleyball,Team Sport,,17,6,Social media clips,Monthly or less,0.8,1,2,5,69,74,Yes,2.5,No,TV sports news,Yes,Yes,Athletic excellence,Probably yes,2.33,6,7,9,4,8,7,10,Silver
396,2024,8,Online (mobile),13,China,East Asia,38,Male,Bachelor's degree,Employed full-time,$75k–$100k,Table Tennis,Racquet Sport,,10,4,Radio/podcast,Weekly,3.1,2,3,72,32,104,Yes,3.6,No,Social media,No,No,Community & belonging,Probably not,1.27,6,7,5,9,4,7,8,Gold
397,2024,1,In-person tablet,11,Argentina,South America,31,Male,Bachelor's degree,Self-employed,$50k–$75k,Basketball,Team Sport,Athletics,8,1,Cable/satellite TV,Several times a week,9.5,5,0,28,2,30,Yes,1.2,No,Social media,No,No,Entertainment,Definitely yes,7.87,8,7,6,9,10,8,8,Bronze
398,2024,8,In-app,19,UK,Europe,32,Male,Bachelor's degree,Student,$50k–$75k,Soccer,Team Sport,,14,4,Streaming service,Several times a week,9.3,0,2,107,2,109,Yes,2.8,No,Social media,Yes,Yes,Athletic excellence,Probably yes,1.84,5,8,7,7,8,8,7,Gold
399,2024,6,Online (mobile),8,Canada,North America,31,Female,High school,Unemployed,Under $25k,Ice Hockey,Team Sport,American Football,8,1,Streaming service,Several times a week,6.2,0,0,3,2,5,Yes,3.4,No,Social media,Yes,No,Gambling/betting,Maybe,1.23,8,4,7,4,5,10,8,Bronze
400,2024,9,Online (desktop),5,Canada,North America,44,Male,Master's degree,Student,$25k–$50k,Ice Hockey,Team Sport,,23,5,Free broadcast TV,Several times a week,8.0,2,0,91,17,108,Yes,2.0,No,Newspaper/magazine,No,Yes,Gambling/betting,Definitely not,9.17,5,6,4,8,9,9,7,Gold
401,2024,6,Online (desktop),10,USA,North America,38,Male,Bachelor's degree,Employed full-time,$25k–$50k,Ice Hockey,Team Sport,,1,1,Streaming service,Several times a week,9.3,0,0,10,4,14,Yes,1.6,No,Sports website/app,No,No,Physical inspiration,Probably not,1.6,7,8,2,7,9,10,10,Bronze
402,2024,1,Online (desktop),18,Pakistan,South Asia,35,Prefer not to say,Doctorate,Employed part-time,$50k–$75k,Cricket,Team Sport,,11,3,Streaming service,Several times a week,7.6,1,0,10,57,67,Yes,2.5,No,Social media,Yes,No,Athletic excellence,Probably yes,6.7,9,10,8,5,10,9,7,Bronze
403,2024,10,Online (desktop),14,Germany,Europe,19,Male,Bachelor's degree,Employed full-time,$50k–$75k,Tennis,Racquet Sport,,10,3,Streaming service,Several times a week,6.5,2,0,35,4,39,No,0.0,No,Social media,No,Yes,Community & belonging,Maybe,0.77,5,9,7,5,4,8,9,Silver
404,2024,5,In-app,9,France,Europe,29,Female,Some college,Employed full-time,Over $150k,Basketball,Team Sport,Soccer,13,2,Cable/satellite TV,Weekly,2.4,5,2,32,33,65,Yes,2.1,No,Sports website/app,No,No,Gambling/betting,Probably not,12.12,5,7,4,6,8,7,8,Bronze
405,2024,7,Online (mobile),15,India,South Asia,43,Male,High school,Employed full-time,Under $25k,Badminton,Racquet Sport,Cricket,20,4,Cable/satellite TV,Several times a week,9.7,0,0,47,14,61,Yes,0.7,No,Sports website/app,Yes,No,Entertainment,Maybe,10.1,9,5,6,6,7,8,9,Silver
406,2024,4,Online (mobile),14,Pakistan,South Asia,33,Male,High school,Employed full-time,$50k–$75k,Cricket,Team Sport,Squash,25,6,Streaming service,Weekly,5.4,0,2,155,87,242,Yes,4.1,No,Social media,Yes,No,Athletic excellence,Probably not,14.89,6,3,9,6,7,5,7,Platinum
407,2024,4,Online (desktop),13,Brazil,South America,40,Female,Bachelor's degree,Student,$50k–$75k,Soccer,Team Sport,Tennis,1,1,Cable/satellite TV,Weekly,3.7,2,0,1,50,51,Yes,1.0,No,Sports website/app,No,No,Community & belonging,Probably not,25.43,9,5,9,4,8,9,7,Bronze
408,2024,12,Online (mobile),9,USA,North America,52,Female,High school,Employed full-time,$50k–$75k,Baseball,Team Sport,Soccer,15,4,Cable/satellite TV,Monthly or less,1.2,1,2,18,66,84,Yes,3.2,No,TV sports news,Yes,Yes,Community & belonging,Probably not,6.98,7,10,4,8,4,8,8,Silver
409,2024,3,Online (mobile),16,Pakistan,South Asia,44,Male,Bachelor's degree,Employed part-time,$100k–$150k,Field Hockey,Team Sport,Wrestling,16,2,Cable/satellite TV,Several times a week,2.1,1,1,132,6,138,No,0.0,No,Podcast/radio,No,Yes,Community & belonging,Definitely yes,4.31,5,3,9,8,10,6,9,Silver
410,2024,8,Online (mobile),10,USA,North America,34,Female,Bachelor's degree,Employed full-time,$25k–$50k,Basketball,Team Sport,,19,4,Free broadcast TV,A few times a month,3.3,2,1,31,82,113,Yes,4.1,No,Podcast/radio,No,Yes,Entertainment,Probably yes,1.69,8,6,7,7,10,6,4,Silver
411,2024,5,Online (mobile),18,India,South Asia,27,Male,Some college,Employed full-time,Under $25k,Cricket,Team Sport,Tennis,14,4,Streaming service,A few times a month,1.8,1,0,0,0,0,Yes,1.2,No,Sports website/app,Yes,No,Community & belonging,Probably yes,0.59,8,7,4,8,7,8,7,Bronze
412,2024,11,Online (desktop),7,China,East Asia,18,Male,High school,Retired,$75k–$100k,Soccer,Team Sport,Swimming,3,1,Social media clips,Weekly,4.2,1,0,27,79,106,Yes,2.4,Yes,Social media,Yes,No,Community & belonging,Maybe,0.73,5,9,5,6,5,5,4,Bronze
413,2024,12,Online (mobile),14,China,East Asia,31,Male,Master's degree,Employed full-time,$25k–$50k,Table Tennis,Racquet Sport,Swimming,18,2,Streaming service,Weekly,3.5,3,0,7,5,12,No,3.0,No,TV sports news,No,No,Social bonding,Probably yes,0.83,7,4,9,7,7,7,6,Bronze
414,2024,12,In-person tablet,8,Australia,Oceania,29,Male,Doctorate,Self-employed,Under $25k,Soccer,Team Sport,,9,3,Cable/satellite TV,Daily,18.4,1,0,21,17,38,Yes,3.0,No,Social media,No,No,National pride,Probably yes,1.42,9,8,7,5,8,7,9,Gold
415,2024,6,Online (mobile),7,Spain,Europe,37,Male,High school,Employed full-time,$25k–$50k,Basketball,Team Sport,,24,6,In-person (stadium/arena),Monthly or less,0.5,2,0,13,14,27,No,4.2,No,Social media,Yes,No,Athletic excellence,Probably yes,0.09,7,5,4,8,6,5,8,Silver
416,2024,3,Online (desktop),15,UK,Europe,31,Male,High school,Employed full-time,$25k–$50k,Soccer,Team Sport,Golf,6,2,Sports bar/pub,Daily,18.7,0,0,8,5,13,Yes,3.5,No,Social media,No,No,National pride,Definitely not,14.4,7,4,8,8,9,8,10,Silver
417,2024,1,Online (mobile),9,India,South Asia,29,Male,Vocational training,Employed part-time,$75k–$100k,Soccer,Team Sport,Cricket,10,2,In-person (stadium/arena),Weekly,4.6,1,0,38,46,84,Yes,3.3,No,Social media,No,No,Nostalgia,Probably yes,10.5,7,5,8,7,7,9,7,Silver
418,2024,8,Online (mobile),11,India,South Asia,18,Male,High school,Student,$25k–$50k,Cricket,Team Sport,Field Hockey,4,3,Streaming service,Several times a week,9.2,4,1,3,20,23,Yes,6.7,No,Social media,No,Yes,Community & belonging,Definitely yes,0.86,9,7,5,6,7,7,4,Silver
419,2024,8,Online (desktop),9,Japan,East Asia,23,Male,Vocational training,Employed full-time,$50k–$75k,Soccer,Team Sport,,12,3,Cable/satellite TV,Several times a week,7.3,0,0,28,30,58,Yes,3.7,No,Sports website/app,No,Yes,Athletic excellence,Definitely yes,4.67,8,5,7,4,9,9,8,Silver
420,2024,7,Online (mobile),19,Canada,North America,38,Female,High school,Employed full-time,$50k–$75k,Ice Hockey,Team Sport,Lacrosse,12,3,Cable/satellite TV,Weekly,2.0,1,1,80,13,93,Yes,3.2,Yes,Social media,Yes,Yes,Entertainment,Definitely yes,2.73,6,8,8,8,4,6,9,Silver
421,2024,7,Online (mobile),11,South Africa,Africa,52,Female,Master's degree,Employed full-time,$50k–$75k,Rugby,Team Sport,,23,1,Cable/satellite TV,A few times a month,2.9,1,2,8,33,41,Yes,0.8,No,Social media,No,No,Gambling/betting,Definitely not,15.66,7,9,3,7,6,9,9,Bronze
422,2024,4,Online (desktop),16,South Africa,Africa,32,Female,Bachelor's degree,Student,Over $150k,Rugby,Team Sport,Swimming,16,2,Streaming service,Several times a week,8.6,3,1,106,443,549,No,4.1,No,Sports website/app,No,No,Entertainment,Definitely not,2.89,5,5,2,6,7,7,8,Gold
423,2024,12,Online (desktop),10,USA,North America,37,Male,Doctorate,Student,Under $25k,Ice Hockey,Team Sport,,19,3,Cable/satellite TV,Monthly or less,1.5,1,1,13,0,13,Yes,2.3,No,TV sports news,No,Yes,Physical inspiration,Probably yes,1.63,2,8,4,6,6,9,6,Bronze
424,2024,11,Online (mobile),6,UK,Europe,43,Female,Bachelor's degree,Employed part-time,Over $150k,Rugby,Team Sport,Golf,27,5,Streaming service,Weekly,3.7,6,3,185,162,347,No,3.3,No,Social media,No,Yes,Athletic excellence,Maybe,19.97,6,4,3,8,6,5,10,Platinum
425,2024,10,Online (desktop),13,USA,North America,24,Female,Bachelor's degree,Employed full-time,$50k–$75k,American Football,Team Sport,Ice Hockey,9,3,Free broadcast TV,Daily,12.0,3,1,18,8,26,Yes,2.8,No,TV sports news,No,No,Entertainment,Probably not,3.15,10,7,4,5,6,7,8,Silver
426,2024,6,Online (desktop),16,Germany,Europe,37,Male,High school,Unemployed,$100k–$150k,Soccer,Team Sport,Basketball,12,4,In-person (stadium/arena),Daily,18.4,4,0,89,0,89,No,0.6,No,Sports website/app,No,No,Physical inspiration,Definitely yes,6.37,9,8,8,8,7,7,5,Platinum
427,2024,6,Online (mobile),12,UK,Europe,25,Male,Some college,Student,$50k–$75k,Soccer,Team Sport,Tennis,7,3,Streaming service,Weekly,6.9,3,0,23,0,23,No,3.3,No,Social media,No,No,Physical inspiration,Probably yes,2.01,4,8,4,6,8,5,6,Silver
428,2024,8,Online (desktop),12,Pakistan,South Asia,43,Female,Master's degree,Student,$50k–$75k,Field Hockey,Team Sport,,19,2,Social media clips,Daily,13.5,0,1,2,7,9,Yes,0.3,No,Podcast/radio,No,No,Physical inspiration,Maybe,12.46,6,8,6,6,10,9,8,Bronze
429,2024,1,Online (desktop),14,Brazil,South America,35,Male,Bachelor's degree,Student,$100k–$150k,Volleyball,Team Sport,Soccer,16,5,In-person (stadium/arena),Several times a week,6.5,1,2,236,106,342,No,1.9,No,Social media,No,No,Nostalgia,Probably not,1.83,6,9,7,6,9,7,5,Platinum
430,2024,6,Online (mobile),16,USA,North America,36,Female,Doctorate,Self-employed,$100k–$150k,Basketball,Team Sport,,14,5,Cable/satellite TV,Daily,16.3,3,3,167,19,186,No,1.9,No,Sports website/app,No,Yes,Gambling/betting,Maybe,35.97,7,6,9,8,6,9,6,Platinum
431,2024,2,Online (mobile),14,USA,North America,24,Female,Bachelor's degree,Employed full-time,$25k–$50k,American Football,Team Sport,Basketball,8,1,Streaming service,Several times a week,7.5,0,0,1,24,25,Yes,4.4,No,Social media,No,Yes,Community & belonging,Probably yes,0.33,7,8,8,4,10,7,6,Bronze
432,2024,5,Online (mobile),9,South Africa,Africa,41,Female,Master's degree,Student,$25k–$50k,Cricket,Team Sport,,5,3,In-person (stadium/arena),Weekly,4.9,0,0,8,11,19,No,2.5,No,Sports website/app,No,Yes,Entertainment,Probably not,1.48,6,7,2,6,7,6,8,Bronze
433,2024,9,Online (mobile),10,Australia,Oceania,56,Prefer not to say,Bachelor's degree,Unemployed,$50k–$75k,Australian Rules Football,Team Sport,Swimming,34,5,Cable/satellite TV,Several times a week,7.5,1,2,67,15,82,Yes,1.4,No,Social media,Yes,Yes,Community & belonging,Maybe,3.33,9,8,6,8,7,7,6,Gold
434,2024,1,In-person tablet,15,USA,North America,22,Male,Vocational training,Employed full-time,$100k–$150k,Basketball,Team Sport,,8,3,Sports bar/pub,Daily,19.0,3,2,248,48,296,Yes,5.0,No,Sports website/app,No,No,Community & belonging,Probably not,6.17,5,8,7,7,6,6,8,Platinum
435,2024,6,Online (mobile),10,USA,North America,29,Male,Vocational training,Employed full-time,$25k–$50k,American Football,Team Sport,,16,5,Streaming service,Several times a week,6.6,1,0,39,12,51,Yes,3.9,No,Sports website/app,No,Yes,Community & belonging,Probably yes,0.94,8,5,7,9,5,7,8,Gold
436,2024,9,Online (mobile),12,Japan,East Asia,36,Female,Bachelor's degree,Retired,$75k–$100k,Tennis,Racquet Sport,,15,6,Streaming service,Several times a week,9.0,2,4,90,42,132,Yes,1.9,No,Podcast/radio,No,No,Athletic excellence,Definitely yes,11.76,8,8,7,7,7,9,3,Platinum
437,2024,5,Online (desktop),17,USA,North America,42,Male,Doctorate,Employed full-time,$75k–$100k,American Football,Team Sport,Ice Hockey,3,3,Sports bar/pub,Daily,11.8,0,2,89,82,171,Yes,3.6,No,TV sports news,No,No,Entertainment,Definitely yes,5.98,10,4,4,5,5,7,7,Gold
438,2024,5,Online (desktop),14,France,Europe,27,Female,Master's degree,Student,$75k–$100k,Rugby,Team Sport,,8,3,Sports bar/pub,Weekly,3.6,2,0,6,15,21,No,2.4,No,Podcast/radio,No,Yes,Entertainment,Definitely not,9.49,6,8,6,6,7,8,5,Bronze
439,2024,11,Online (desktop),13,Japan,East Asia,18,Non-binary,Some college,Employed full-time,$50k–$75k,Martial Arts,Combat Sport,Baseball,5,2,Streaming service,Weekly,3.4,0,1,36,1,37,No,3.2,No,Social media,No,Yes,Gambling/betting,Definitely yes,7.36,6,10,8,8,10,8,9,Silver
440,2024,3,Online (desktop),8,USA,North America,48,Female,Bachelor's degree,Employed full-time,$50k–$75k,Basketball,Team Sport,,29,5,Free broadcast TV,Daily,16.1,1,2,17,56,73,No,0.0,Yes,Sports website/app,No,No,Entertainment,Maybe,1.23,5,6,9,6,9,6,6,Gold
441,2024,2,Online (desktop),7,USA,North America,41,Female,High school,Employed full-time,Over $150k,Ice Hockey,Team Sport,,1,4,Streaming service,Several times a week,9.8,3,3,280,3,283,Yes,6.5,No,Sports website/app,No,No,Entertainment,Probably yes,56.91,8,5,4,8,7,7,8,Platinum
442,2024,7,Online (mobile),15,Nigeria,Africa,18,Male,Master's degree,Employed full-time,$75k–$100k,Soccer,Team Sport,,5,2,Free broadcast TV,Several times a week,9.1,1,1,12,27,39,No,2.3,Yes,TV sports news,No,Yes,Community & belonging,Probably yes,20.05,8,10,5,10,9,8,9,Silver
443,2024,3,In-app,13,Brazil,South America,26,Male,High school,Employed full-time,$75k–$100k,Volleyball,Team Sport,,12,2,Social media clips,Several times a week,7.8,2,1,39,236,275,Yes,4.5,No,Social media,No,No,Entertainment,Probably yes,22.44,7,6,9,5,8,9,6,Silver
444,2024,3,Online (mobile),8,Brazil,South America,50,Male,High school,Employed part-time,$25k–$50k,Soccer,Team Sport,Volleyball,16,2,Streaming service,Weekly,4.2,0,0,8,6,14,No,1.0,No,Podcast/radio,No,No,National pride,Definitely yes,4.39,8,4,5,8,10,9,9,Bronze
445,2024,2,Online (mobile),17,France,Europe,49,Female,Bachelor's degree,Student,$75k–$100k,Rugby,Team Sport,Tennis,23,5,Cable/satellite TV,Several times a week,9.8,4,2,28,30,58,Yes,0.0,No,Social media,Yes,No,Gambling/betting,Definitely yes,21.83,8,5,7,6,6,9,6,Gold
446,2024,4,Online (mobile),8,China,East Asia,43,Female,Bachelor's degree,Retired,$25k–$50k,Basketball,Team Sport,,13,4,Streaming service,Several times a week,9.9,5,2,4,8,12,No,0.9,No,Newspaper/magazine,No,No,Community & belonging,Definitely yes,6.35,7,5,7,6,7,10,7,Silver
447,2024,8,Online (mobile),10,Nigeria,Africa,31,Female,Master's degree,Employed full-time,$25k–$50k,Soccer,Team Sport,,8,2,Streaming service,A few times a month,0.5,2,1,6,22,28,Yes,2.1,No,Sports website/app,No,No,Entertainment,Definitely yes,3.08,7,9,6,6,7,8,7,Bronze
448,2024,4,Online (desktop),11,Canada,North America,34,Male,Vocational training,Employed part-time,$75k–$100k,Ice Hockey,Team Sport,,11,4,Streaming service,Daily,12.5,3,1,63,22,85,No,0.5,No,Sports website/app,Yes,Yes,Community & belonging,Definitely yes,15.8,7,5,10,6,8,8,6,Gold
449,2024,4,Online (desktop),19,Brazil,South America,32,Male,Bachelor's degree,Employed part-time,$50k–$75k,MMA,Combat Sport,Soccer,8,2,Free broadcast TV,Weekly,3.7,1,0,30,22,52,No,3.6,No,Podcast/radio,No,No,Athletic excellence,Maybe,7.95,10,2,5,7,7,9,7,Bronze
450,2024,10,In-app,15,USA,North America,45,Female,High school,Employed part-time,$75k–$100k,Basketball,Team Sport,Soccer,26,4,Cable/satellite TV,Several times a week,9.3,3,1,29,10,39,No,5.9,No,Newspaper/magazine,Yes,No,Social bonding,Definitely yes,0.03,9,7,8,8,8,9,10,Gold
451,2024,10,In-person tablet,14,South Africa,Africa,23,Male,Master's degree,Employed part-time,$25k–$50k,Rugby,Team Sport,,5,2,Cable/satellite TV,Several times a week,7.9,0,0,8,3,11,Yes,3.0,No,Podcast/radio,No,No,Community & belonging,Definitely yes,37.35,6,8,6,7,10,10,9,Bronze
452,2024,12,Online (mobile),10,Germany,Europe,24,Male,Bachelor's degree,Employed full-time,$50k–$75k,Boxing,Combat Sport,Athletics,5,2,Social media clips,Weekly,5.1,0,0,8,6,14,No,4.9,No,Sports website/app,No,Yes,Gambling/betting,Maybe,4.33,8,8,10,8,6,8,7,Bronze
453,2024,6,Online (desktop),10,UK,Europe,44,Female,Bachelor's degree,Employed full-time,$50k–$75k,Soccer,Team Sport,Golf,35,6,Cable/satellite TV,Weekly,2.4,5,2,14,23,37,No,2.5,Yes,Podcast/radio,No,No,Entertainment,Definitely yes,6.54,8,2,5,8,6,8,5,Silver
454,2024,9,Online (desktop),9,Pakistan,South Asia,33,Female,Bachelor's degree,Employed full-time,$50k–$75k,Field Hockey,Team Sport,Cricket,19,5,Cable/satellite TV,Several times a week,8.5,2,1,84,13,97,Yes,2.1,Yes,TV sports news,Yes,Yes,Athletic excellence,Probably not,3.52,10,6,7,7,9,7,3,Gold
455,2024,3,Online (desktop),20,USA,North America,48,Male,Bachelor's degree,Employed full-time,$25k–$50k,Baseball,Team Sport,,3,1,Streaming service,Weekly,5.4,3,1,15,3,18,Yes,0.0,No,Newspaper/magazine,No,No,Entertainment,Probably yes,0.48,9,6,1,8,8,7,6,Bronze
456,2024,7,Online (desktop),9,UK,Europe,26,Female,Bachelor's degree,Student,$75k–$100k,Cricket,Team Sport,Tennis,6,3,In-person (stadium/arena),A few times a month,0.5,5,2,263,13,276,Yes,3.0,No,Sports website/app,Yes,No,Entertainment,Definitely not,20.32,7,8,5,7,6,8,4,Silver
457,2024,4,In-app,8,USA,North America,32,Male,Master's degree,Employed full-time,$100k–$150k,Ice Hockey,Team Sport,Basketball,14,4,Streaming service,Monthly or less,2.1,2,2,79,57,136,No,4.4,No,TV sports news,No,Yes,Athletic excellence,Definitely yes,16.52,7,3,7,10,9,7,5,Gold
458,2024,12,Online (desktop),12,UK,Europe,23,Prefer not to say,Bachelor's degree,Unemployed,$25k–$50k,Soccer,Team Sport,,9,3,Social media clips,Weekly,5.8,2,1,94,36,130,Yes,4.8,No,Sports website/app,No,No,Entertainment,Definitely yes,7.93,6,8,4,6,8,7,8,Gold
459,2024,12,Online (mobile),20,USA,North America,33,Male,Master's degree,Unemployed,$25k–$50k,Ice Hockey,Team Sport,Basketball,4,3,Streaming service,A few times a month,2.0,0,1,15,35,50,No,4.1,No,TV sports news,Yes,No,Gambling/betting,Maybe,2.55,8,7,5,5,8,6,5,Bronze
460,2024,7,Online (desktop),14,USA,North America,18,Male,Bachelor's degree,Retired,$75k–$100k,Basketball,Team Sport,Baseball,8,3,Free broadcast TV,Daily,10.6,2,2,22,25,47,Yes,5.8,No,Social media,Yes,Yes,National pride,Probably yes,22.19,10,9,10,8,7,10,7,Gold
461,2024,4,Online (mobile),11,USA,North America,28,Female,Some college,Unemployed,$75k–$100k,American Football,Team Sport,Ice Hockey,15,4,In-person (stadium/arena),Several times a week,7.6,3,1,122,7,129,Yes,6.0,No,TV sports news,Yes,No,Community & belonging,Maybe,15.82,7,7,4,8,8,7,7,Gold
462,2024,6,Online (desktop),9,Spain,Europe,18,Male,Master's degree,Employed full-time,$75k–$100k,Soccer,Team Sport,Handball,6,3,In-person (stadium/arena),Daily,13.8,6,2,123,24,147,No,3.3,No,Social media,No,Yes,Community & belonging,Probably yes,4.64,7,8,6,6,5,8,7,Platinum
